course_id,course_name,district,latitude,longitude,distance_km,difficulty_derived,terrain,environment,mood_tags_derived,nearby_parks,toilet_count_300m,nearby_points,start_point,end_point,description,source,quality_note,elevation_min_m,elevation_max_m,elevation_avg_m,elevation_gain_m,elevation_loss_m,avg_grade_pct,max_grade_pct,elevation_samples,difficulty_elevation,difficulty_final,elevation_summary,water_count_300m,water_count_700m,nearest_water_name,nearest_water_distance_m,nearby_water_parks,realtime_area_count,realtime_area_codes,realtime_area_names,realtime_area_categories,nearest_realtime_area_code,nearest_realtime_area_name,nearest_realtime_area_distance_m,air2025_pm10_avg,air2025_pm25_avg,air2025_o3_avg,air2025_no2_avg,air2025_co_avg,air2025_so2_avg,facility_summary,realtime_summary,walk_network_match_ratio,walk_network_link_count,crosswalk_link_count,bridge_link_count,tunnel_link_count,overpass_link_count,park_green_link_count,indoor_link_count,walk_network_districts,walkability_grade,live_air_pm10,live_air_pm25,live_air_o3,live_air_no2,live_air_co,live_air_so2,live_air_cai,live_air_grade,live_air_measured_at,live_air_districts,live_air_summary,cycleway_ratio,foot_allowed_ratio,foot_known_ratio,foot_restricted_ratio,highway_top,lit_known_ratio,lit_no_ratio,lit_yes_ratio,osm_match_ratio,osm_matched_samples,osm_sample_count,pedestrian_path_ratio,smoothness_bad_ratio,smoothness_good_ratio,smoothness_known_ratio,smoothness_top,steps_sample_ratio,surface_known_ratio,surface_paved_ratio,surface_top,surface_unpaved_ratio,tracktype_top,osm_surface_lighting_summary
RM_STREAM_029,우이천 길,강북구|노원구|도봉구|성북구,37.6397671,127.0337463,7.73,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,솔밭근린공원,44,,우이천 길 시작,우이천 길 종료,우이천을 따라 난 길로 도봉구 창제동에서 노원구 월계동에 이르는 폭 10~15m의 보조간선급 소로임.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,18.2,65.7,31.2,0.0,15.2,0.56,5.36,259,쉬움,쉬움,"최저 18m, 최고 66m, 누적상승 0m, 최대경사 약 5.4%",11,35,우이천,21.1,오동근린공원|오동근린공원(학구회입구)|오현어린이공원|벌말어린이공원|간대어린이공원|달래어린이공원|비석골근린공원|노원구-햇살어린이공원-1|샛별공원|우이천,3,POI036|POI070|POI096,수유역|쌍문역|북서울꿈의숲,인구밀집지역|공원,POI036,수유역,0.0,30.58,17.432,0.03373,0.01508,0.4089,0.00264,"300m 내 화장실 44개, 300m 내 음수대 11개, 700m 내 음수대 35개","경로와 겹치는 실시간 주요장소 3개 (수유역, 쌍문역, 북서울꿈의숲)",77.0,318,0,0,0,15,0,0,강북구|노원구|도봉구|성북구,양호,18.0,11.75,0.0475,0.0043,0.2,0.0025,64.25,보통,202608271500.0,강북구|노원구|도봉구|성북구,"현재 PM10 18, PM2.5 12, 통합대기지수 64",67.1,100.0,67.1,0.0,cycleway:208|footway:49|residential:33|path:9|secondary:7,0.0,0.0,0.0,99.7,310,311,18.7,0.0,0.0,0.0,,0.0,71.3,99.5,asphalt:216|paving_stones:4|wood:1,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명정보 부족"
RM_STREAM_030,중랑천 길,광진구|노원구|도봉구|동대문구|성동구|성북구|중랑구,37.605087,127.0730286,21.64,보통,평지|완만한경사,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,서울창포원|월천근린공원|달맞이근린공원,139,,중랑천 길 시작,중랑천 길 종료,경기도 양주시에서 발원하여 의정부를 지나 남류하여 한강으로 흘러드는 하천을 따라 산책로로 이용.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.5,29.7,14.8,46.1,54.1,0.06,5.66,723,보통,보통,"최저 4m, 최고 30m, 누적상승 46m, 최대경사 약 5.7%",75,136,중랑천변공원,0.2,달맞이근린공원|한강시민공원(이촌안내센터)|이촌한강공원|살곶이공원|응봉근린공원|성동구-장미원공원|독서당공원|암벽공원|응봉개나리어린이공원|응삼어린이공원,2,POI079|POI107,창동 신경제 중심지|응봉산,발달상권|공원,POI079,창동 신경제 중심지,0.0,31.138,17.871,0.03307,0.01692,0.4119,0.00273,"300m 내 화장실 139개, 300m 내 음수대 75개, 700m 내 음수대 136개","경로와 겹치는 실시간 주요장소 2개 (창동 신경제 중심지, 응봉산)",86.5,131,41,0,0,2,0,0,광진구|노원구|도봉구|동대문구|성동구|중랑구,매우양호,21.4286,12.2857,0.055,0.0084,0.2286,0.0027,70.5714,보통,202608271500.0,광진구|노원구|도봉구|동대문구|성동구|성북구|중랑구,"현재 PM10 21, PM2.5 12, 통합대기지수 71",58.9,97.2,47.0,2.8,cycleway:501|footway:273|trunk:70|secondary:4|primary:1,21.4,4.9,95.1,98.2,851,867,32.1,0.0,100.0,11.5,good:97|excellent:1,0.0,77.1,98.8,asphalt:635|paving_stones:11|stone:8|concrete:2,0.0,,"OSM 경로매칭 98%, 포장 99%, 비포장 0%, 조명 있음 95%"
RM_STREAM_031,청계천 길,동대문구|성동구|종로구|중구,37.5716623,127.0230903,8.18,보통,평지|완만한경사,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,훈련원근린공원|탑골근린공원|용두근린공원,134,,청계천 길 시작,청계천 길 종료,서울의 한복판인 종로구와 중구와의 경계를 있는 하천으로 다양한 행사와 공연이 펼쳐짐.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,8.7,29.5,20.4,34.9,40.3,0.23,8.81,274,보통,보통,"최저 9m, 최고 30m, 누적상승 35m, 최대경사 약 8.8%",17,51,살곶이공원,0.1,쌍림어린이공원|낙산공원|동대문디자인프라자(DDP)|배재어린이공원|정동 근린공원|내수2근린공원|광화문광장|명동 문화공원|탑골공원|종묘,6,POI003|POI006|POI024|POI060|POI130|POI009,명동 관광특구|종로·청계 관광특구|동대문역|광장(전통)시장|시의회 앞|광화문·덕수궁,관광특구|인구밀집지역|발달상권|고궁·문화유산,POI003,명동 관광특구,0.0,31.324,18.917,0.03317,0.019,0.3885,0.00269,"300m 내 화장실 134개, 300m 내 음수대 17개, 700m 내 음수대 51개","경로와 겹치는 실시간 주요장소 6개 (명동 관광특구, 종로·청계 관광특구, 동대문역, 광장(전통)시장)",98.7,505,71,0,0,0,0,0,동대문구|성동구|종로구|중구,매우양호,22.0,11.6667,0.0573,0.01,0.2667,0.0033,72.6667,보통,202608271500.0,동대문구|성동구|종로구|중구,"현재 PM10 22, PM2.5 12, 통합대기지수 73",21.3,100.0,21.6,0.0,footway:218|cycleway:70|primary:19|trunk:7|trunk_link:4,33.7,20.7,79.3,100.0,329,329,67.8,0.0,100.0,0.3,excellent:1,0.3,46.5,96.7,asphalt:99|paving_stones:44|concrete:4|stepping_stones:3|wood:1,0.7,,"OSM 경로매칭 100%, 포장 97%, 비포장 1%, 조명 있음 79%"
RM_STREAM_032,홍제천길,마포구|서대문구,37.5716473,126.921134,5.96,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,궁동근린공원|안산도시자연공원|경의선숲길,46,,홍제천길 시작,홍제천길 종료,도심에서 만난 홍제천이 한강에 닿을 때 까지 함께 걷는 길,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,8.7,51.6,25.9,55.5,38.6,0.68,9.91,200,쉬움,쉬움,"최저 9m, 최고 52m, 누적상승 56m, 최대경사 약 9.9%",21,46,한강시민공원망원지구,1.3,백련근린공원(논골지구)|궁둥 근린공원(샘터)|홍연 어린이공원|서대문구-연남어린이공원|연서 어린이공원|홍제천변 음수대|연희푸르지오공원|서대문구-홍남어린이공원|정원소공원|궁동산 놀이터,2,POI094|POI128,망원한강공원|홍제폭포,공원,POI094,망원한강공원,0.0,30.047,17.919,0.03443,0.01691,0.4381,0.00303,"300m 내 화장실 46개, 300m 내 음수대 21개, 700m 내 음수대 46개","경로와 겹치는 실시간 주요장소 2개 (망원한강공원, 홍제폭포)",100.0,155,10,0,0,0,0,0,마포구|서대문구,매우양호,19.5,11.5,0.039,0.007,0.3,0.002,57.0,보통,202608271500.0,마포구|서대문구,"현재 PM10 20, PM2.5 12, 통합대기지수 57",62.9,100.0,11.2,0.0,cycleway:151|trunk:50|trunk_link:9|primary:7|secondary:6,42.9,1.0,99.0,100.0,240,240,2.5,0.0,0.0,0.0,,0.4,84.2,99.5,asphalt:201|wood:1,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명 있음 99%"
RM_STREAM_033,정릉천 길,동대문구|성동구|성북구,37.5880076,127.0372941,3.66,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,용두근린공원,32,,정릉천 길 시작,정릉천 길 종료,성북구 정릉동 삼각산 계곡에서 발원하여 동대문구 신설동과 용두동 사이를 통과하여 청계천으로 흘러 들어가 다시 중랑천과 한강으로 합류.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,15.9,35.4,25.7,33.2,19.8,0.53,12.04,123,쉬움,쉬움,"최저 16m, 최고 35m, 누적상승 33m, 최대경사 약 12.0%",7,17,정릉천,5.0,정릉천|용두5구역어린이공원|성북천|서마장어린이공원|방아다리어린이공원|용두공원|벌집어린이공원|종암어린이공원|성북구-동산어린이공원|일신어린이공원,0,,,,POI081,청량리 제기동 일대 전통시장,21.9,31.097,17.791,0.03178,0.01788,0.4144,0.00277,"300m 내 화장실 32개, 300m 내 음수대 7개, 700m 내 음수대 17개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 청량리 제기동 일대 전통시장",98.1,148,23,0,0,0,0,0,동대문구|성동구|성북구,매우양호,19.6667,9.3333,0.0547,0.008,0.2333,0.003,70.3333,보통,202608271500.0,동대문구|성동구|성북구,"현재 PM10 20, PM2.5 9, 통합대기지수 70",35.8,100.0,33.8,0.0,trunk:69|cycleway:53|trunk_link:15|footway:5|primary:3,33.8,2.0,98.0,100.0,148,148,3.4,0.0,0.0,0.0,,0.0,81.8,100.0,asphalt:121,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명 있음 98%"
RM_STREAM_034,탄천 길,강남구|송파구,37.4982594,127.086481,7.44,보통,평지|완만한경사,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,답십리근린공원,26,,탄천 길 시작,탄천 길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.7,22.4,13.8,102.1,89.7,0.17,16.55,249,보통,보통,"최저 4m, 최고 22m, 누적상승 102m, 최대경사 약 16.6%",1,20,호돌이어린이공원,248.7,아시아공원|SETEC뒤양재천산책로|부렴어린이공원|한강시민공원(잠실지구)|삼전공원|일원목련공원|삼밭공원|쌀섬어린이공원|대진공원|진달래공원,0,,,,POI048,장지역,35.1,31.918,17.842,0.03109,0.01898,0.378,0.0025,"300m 내 화장실 26개, 300m 내 음수대 1개, 700m 내 음수대 20개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 장지역",82.4,113,40,0,0,0,0,0,강남구|송파구,매우양호,20.0,17.5,0.0645,0.0105,0.25,0.002,78.0,보통,202608271500.0,강남구|송파구,"현재 PM10 20, PM2.5 18, 통합대기지수 78",58.4,67.4,49.5,32.6,cycleway:163|trunk:49|path:17|trunk_link:17|tertiary:14,42.3,0.0,100.0,93.3,279,299,9.3,0.0,100.0,19.0,good:53,0.0,75.6,100.0,asphalt:204|concrete:7,0.0,,"OSM 경로매칭 93%, 포장 100%, 비포장 0%, 조명 있음 100%"
RM_STREAM_035,굴포천,서울,37.5675871,126.7727791,7.6,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,0,,굴포천 시작,굴포천 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,6.6,10.0,8.4,0.0,-0.0,0.01,2.89,255,쉬움,쉬움,"최저 7m, 최고 10m, 누적상승 0m, 최대경사 약 2.9%",0,0,방화공원,1131.8,,0,,,,POI085,강서한강공원,983.2,,,,,,,"300m 내 화장실 0개, 300m 내 음수대 0개, 700m 내 음수대 0개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 강서한강공원",5.0,10,0,0,0,0,0,0,강서구,검토필요,11.0,13.0,0.039,0.006,0.2,0.002,58.0,보통,202608271500.0,강서구,"현재 PM10 11, PM2.5 13, 통합대기지수 58",0.0,0.0,0.0,0.0,track:140|unclassified:65|service:59|primary:19|residential:13,0.0,0.0,0.0,99.7,304,305,0.0,0.0,0.0,0.0,,0.0,67.4,23.4,dirt:157|concrete:27|asphalt:21,76.6,grade4:16,"OSM 경로매칭 100%, 포장 23%, 비포장 77%, 조명정보 부족"
RM_WALL_036,낙산구간,성북구|종로구|중구,37.5805232,127.0088689,2.38,보통,언덕|오르막,한양도성|역사|도심|언덕,역사|도심전망|도전|성취감|야경,낙산근린공원|마로니에공원,37,,낙산구간 시작,낙산구간 종료,,서울 열린데이터 한양도성길 SHP (DoDreamWay05_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,21.9,113.9,72.6,61.4,87.8,1.01,28.48,81,보통,보통,"최저 22m, 최고 114m, 누적상승 61m, 최대경사 약 28.5%",14,18,낙산공원,9.1,명륜어린이공원|낙산공원|동대문디자인프라자(DDP)|연지1어린이공원|청계천|창이어린이놀이터|혜화문쉼터|삼선어린이공원|산마루놀이터공원|성북천공원,2,POI006|POI024,종로·청계 관광특구|동대문역,관광특구|인구밀집지역,POI006,종로·청계 관광특구,0.0,30.365,19.004,0.03322,0.01887,0.4299,0.00291,"300m 내 화장실 37개, 300m 내 음수대 14개, 700m 내 음수대 18개","경로와 겹치는 실시간 주요장소 2개 (종로·청계 관광특구, 동대문역)",93.7,164,14,0,0,0,0,0,성북구|종로구,매우양호,20.5,10.5,0.05,0.008,0.25,0.0035,66.5,보통,202608271500.0,성북구|종로구|중구,"현재 PM10 20, PM2.5 10, 통합대기지수 66",0.0,0.0,0.0,0.0,path:38|footway:31|service:20|primary:7|steps:1,0.0,0.0,0.0,100.0,97,97,71.1,0.0,0.0,0.0,,1.0,7.2,100.0,asphalt:7,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명정보 부족"
RM_WALL_037,남산구간,용산구|중구,37.5484585,126.9959772,4.5,보통,언덕|오르막,한양도성|역사|도심|언덕,역사|도심전망|도전|성취감|야경,남산공원,22,,남산구간 시작,남산구간 종료,,서울 열린데이터 한양도성길 SHP (DoDreamWay05_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,53.3,269.8,146.6,236.0,225.3,0.35,40.39,152,보통,보통,"최저 53m, 최고 270m, 누적상승 236m, 최대경사 약 40.4%",13,24,남산공원(회현자락),3.4,충현어린이공원|다산동마을마당|응봉근린공원|서울로 7017|남산공원(회현자락)|새꿈어린이공원|남산공원(팔각자락)|남산한옥마을|남산공원(한남자락)|남산공원(장충자락),1,POI091,남산공원,공원,POI091,남산공원,0.0,31.142,18.997,0.03149,0.01959,0.4063,0.00284,"300m 내 화장실 22개, 300m 내 음수대 13개, 700m 내 음수대 24개",경로와 겹치는 실시간 주요장소 1개 (남산공원),81.4,140,37,0,0,0,0,0,용산구|중구,매우양호,25.0,7.0,0.053,0.009,0.3,0.002,69.0,보통,202608271500.0,용산구|중구,"현재 PM10 25, PM2.5 7, 통합대기지수 69",0.0,100.0,37.4,0.0,path:91|steps:34|footway:28|service:22|pedestrian:5,1.1,0.0,100.0,100.0,182,182,68.1,0.0,100.0,3.3,good:6,18.7,68.1,73.4,paved:38|asphalt:33|wood:32|concrete:12|paving_stones:8,0.0,,"OSM 경로매칭 100%, 포장 73%, 비포장 0%, 조명 있음 100%"
RM_WALL_038,낙산구간,성북구|종로구|중구,37.5809188,127.0085491,2.66,보통,언덕|오르막,한양도성|역사|도심|언덕,역사|도심전망|도전|성취감|야경,낙산근린공원|마로니에공원,37,,낙산구간 시작,낙산구간 종료,,서울 열린데이터 한양도성길 SHP (DoDreamWay05_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,20.2,113.9,70.3,68.5,91.0,1.12,26.56,90,보통,보통,"최저 20m, 최고 114m, 누적상승 68m, 최대경사 약 26.6%",14,21,낙산공원,3.5,명륜어린이공원|낙산공원|동대문디자인프라자(DDP)|청계천|연지1어린이공원|훈련원공원|성북동쉼터|창이어린이놀이터|혜화문쉼터|삼선어린이공원,2,POI006|POI024,종로·청계 관광특구|동대문역,관광특구|인구밀집지역,POI006,종로·청계 관광특구,0.0,30.365,19.004,0.03322,0.01887,0.4299,0.00291,"300m 내 화장실 37개, 300m 내 음수대 14개, 700m 내 음수대 21개","경로와 겹치는 실시간 주요장소 2개 (종로·청계 관광특구, 동대문역)",93.8,197,19,0,0,0,0,0,성북구|종로구,매우양호,20.5,10.5,0.05,0.008,0.25,0.0035,66.5,보통,202608271500.0,성북구|종로구|중구,"현재 PM10 20, PM2.5 10, 통합대기지수 66",0.0,0.0,0.0,0.0,footway:48|path:34|service:9|primary:9|primary_link:3,0.0,0.0,0.0,100.0,108,108,76.9,0.0,0.0,0.0,,0.9,16.7,100.0,asphalt:16|paving_stones:2,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명정보 부족"
RM_WALL_039,숭례문구간,서대문구|종로구|중구,37.5621424,126.9711832,2.43,보통,언덕|오르막,한양도성|역사|도심|언덕,역사|도심전망|도전|성취감|야경,경희궁|서소문역사공원|순화문화공원,26,,숭례문구간 시작,숭례문구간 종료,,서울 열린데이터 한양도성길 SHP (DoDreamWay05_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,34.5,64.7,43.9,38.0,41.6,0.74,16.7,82,보통,보통,"최저 34m, 최고 65m, 누적상승 38m, 최대경사 약 16.7%",6,16,중구-순화어린이공원,8.5,서소문구역제5지구소공원|배재어린이공원|중구-순화어린이공원|정동 근린공원|서울로 7017|내수2근린공원|남산공원(회현자락)|내수1근린공원|손기정공원|월암공원,4,POI033|POI064|POI091|POI131,서울역|덕수궁길·정동길|남산공원|숭례문,인구밀집지역|발달상권|공원,POI033,서울역,0.0,29.994,18.831,0.03451,0.01798,0.4324,0.00301,"300m 내 화장실 26개, 300m 내 음수대 6개, 700m 내 음수대 16개","경로와 겹치는 실시간 주요장소 4개 (서울역, 덕수궁길·정동길, 남산공원, 숭례문)",98.6,162,6,0,0,0,0,0,종로구|중구,매우양호,23.5,13.0,0.054,0.011,0.3,0.004,70.0,보통,202608271500.0,서대문구|종로구|중구,"현재 PM10 24, PM2.5 13, 통합대기지수 70",7.1,100.0,8.1,0.0,path:28|residential:22|pedestrian:15|footway:13|cycleway:7,0.0,0.0,0.0,100.0,99,99,56.6,0.0,0.0,0.0,,0.0,15.2,100.0,asphalt:12|paving_stones:3,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명정보 부족"
RM_WALL_040,흥인지문구간,종로구|중구,37.5652732,127.0105686,1.95,쉬움,언덕|오르막,한양도성|역사|도심|언덕,역사|도심전망|도전|성취감|야경,,32,,흥인지문구간 시작,흥인지문구간 종료,,서울 열린데이터 한양도성길 SHP (DoDreamWay05_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,21.0,54.9,33.7,17.4,5.7,1.43,8.76,67,쉬움,쉬움,"최저 21m, 최고 55m, 누적상승 17m, 최대경사 약 8.8%",2,14,청계천,32.4,쌍림어린이공원|충현어린이공원|다산동마을마당|낙산공원|동대문디자인프라자(DDP)|훈련원공원|남산공원(장충자락)|황학어린이공원|청계천|산마루놀이터공원,5,POI002|POI006|POI024|POI091|POI083,동대문 관광특구|종로·청계 관광특구|동대문역|남산공원|DDP(동대문디자인플라자),관광특구|인구밀집지역|공원|발달상권,POI002,동대문 관광특구,0.0,30.775,19.827,0.03425,0.01974,0.4002,0.0028,"300m 내 화장실 32개, 300m 내 음수대 2개, 700m 내 음수대 14개","경로와 겹치는 실시간 주요장소 5개 (동대문 관광특구, 종로·청계 관광특구, 동대문역, 남산공원)",91.3,132,4,0,0,0,0,0,종로구|중구,매우양호,24.0,14.0,0.054,0.011,0.3,0.004,70.0,보통,202608271500.0,종로구|중구,"현재 PM10 24, PM2.5 14, 통합대기지수 70",0.0,100.0,6.2,0.0,path:23|footway:20|pedestrian:17|residential:10|primary:3,0.0,0.0,0.0,100.0,80,80,75.0,0.0,0.0,0.0,,0.0,46.2,100.0,paved:23|paving_stones:11|asphalt:3,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명정보 부족"
RM_WALL_041,백악구간,성북구|종로구,37.594322,126.9857114,4.94,보통,언덕|오르막,한양도성|역사|도심|언덕,역사|도심전망|도전|성취감|야경,와룡근린공원|북악산도시자연공원|삼청근린공원,19,,백악구간 시작,백악구간 종료,,서울 열린데이터 한양도성길 SHP (DoDreamWay05_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,43.2,317.2,166.8,236.6,284.2,1.53,35.39,166,보통,보통,"최저 43m, 최고 317m, 누적상승 237m, 최대경사 약 35.4%",6,12,혜화문쉼터,3.6,와룡공원|북악산근린공원|북악산청소년체험의숲|명륜어린이공원|우정의공원|삼청공원|성북동쉼터|낙산공원|혜화문쉼터|삼선어린이공원,0,,,,POI066,북촌한옥마을,329.3,30.825,18.796,0.03246,0.01862,0.4496,0.00293,"300m 내 화장실 19개, 300m 내 음수대 6개, 700m 내 음수대 12개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 북촌한옥마을",44.5,125,0,0,0,0,0,0,성북구|종로구,검토필요,20.5,10.5,0.05,0.008,0.25,0.0035,66.5,보통,202608271500.0,성북구|종로구,"현재 PM10 20, PM2.5 10, 통합대기지수 66",0.0,0.0,0.0,0.0,path:80|steps:39|footway:35|service:28|residential:8,0.0,0.0,0.0,100.0,199,199,57.8,0.0,0.0,0.0,,19.6,62.3,5.6,unpaved:83|wood:30|asphalt:7|earth:4,70.2,,"OSM 경로매칭 100%, 포장 6%, 비포장 70%, 조명정보 부족"
RM_WALL_042,인왕구간,종로구|중구,37.580814,126.9581965,3.82,어려움,언덕|오르막,한양도성|역사|도심|언덕,역사|도심전망|도전|성취감|야경,경희궁|사직근린공원|인왕산도시자연공원,26,,인왕구간 시작,인왕구간 종료,,서울 열린데이터 한양도성길 SHP (DoDreamWay05_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,51.2,318.5,159.5,252.2,203.0,1.5,43.06,129,어려움,어려움,"최저 51m, 최고 318m, 누적상승 252m, 최대경사 약 43.1%",4,15,월암공원,9.1,유아숲체험장|배재어린이공원|중구-순화어린이공원|정동 근린공원|내수2근린공원|내수1근린공원|월암공원|사직단|종로구-사직근린공원(교남체육공원)|독립공원,0,,,,POI064,덕수궁길·정동길,2.3,30.775,19.827,0.03425,0.01974,0.4002,0.0028,"300m 내 화장실 26개, 300m 내 음수대 4개, 700m 내 음수대 15개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 덕수궁길·정동길",41.1,78,0,0,0,0,0,0,종로구,검토필요,24.0,14.0,0.054,0.011,0.3,0.004,70.0,보통,202608271500.0,종로구|중구,"현재 PM10 24, PM2.5 14, 통합대기지수 70",0.0,0.0,0.0,0.0,path:115|steps:14|residential:9|tertiary:7|service:5,1.9,0.0,100.0,100.0,154,154,76.6,0.0,0.0,0.0,,9.1,5.2,87.5,asphalt:7|dirt:1,12.5,grade4:2,"OSM 경로매칭 100%, 포장 88%, 비포장 12%, 조명 있음 100%"
